,UID,PID,PURCHASE_Time
280,850,5729,2014-06-7
281,18101,5729,2014-05-21
282,1895,5729,2014-01-31
283,18583,5729,2013-05-13
284,13490,5729,2014-06-15
285,5007,5729,2014-05-4
286,1040,5725,2013-10-5
287,1222,5725,2010-05-8
288,4232,5725,2013-01-28
289,22013,5725,2014-03-22
290,19037,5725,2013-03-5
291,5007,5725,2012-12-12
292,1870,5724,2013-11-22
293,21853,5724,2014-02-14
294,21221,5724,2012-01-8
295,15724,5724,2013-02-15
296,6295,5724,2014-04-1
297,15271,5724,2012-12-14
298,7623,5724,2010-10-20
299,6796,5724,2011-07-29
300,21235,5724,2013-12-13
301,15653,5724,2014-01-29
302,7880,5724,2012-04-8
303,18468,5724,2014-03-23
304,20918,5724,2012-10-25
305,10354,5724,2013-07-31
306,10377,5724,2008-08-12
307,1026,5724,2013-04-21
308,8591,5724,2013-02-10
309,16485,5724,2013-01-3
310,3556,5723,2011-10-7
311,1940,5723,2012-11-21
312,8378,5723,2012-05-14
313,17626,5723,2013-03-15
314,2724,5723,2013-11-1
315,155,5723,2012-01-17
316,21008,5723,2012-04-15
317,15796,5723,2013-03-11
318,5344,5723,2013-04-8
319,5888,5723,2013-02-24
320,4432,5723,2012-05-10
321,484,5723,2012-06-25
322,10735,5723,2014-03-24
323,2550,5723,2013-06-26
324,2137,5723,2011-10-10
325,13374,5723,2012-11-27
326,21609,5723,2012-01-5
327,7853,5723,2012-12-13
328,2539,5723,2013-04-16
329,6113,5723,2013-02-25
330,4993,5723,2012-08-5
331,22104,5723,2012-08-27
332,13600,5723,2012-05-1
333,13107,5723,2009-03-14
334,2151,5723,2013-09-7
335,6461,5723,2013-04-30
336,6082,5723,2013-09-20
337,3708,5723,2005-06-23
338,12311,5723,2013-01-4
339,11648,5723,2013-08-13
340,1426,5723,2013-07-13
341,19019,5723,2013-03-26
342,5498,5723,2014-04-25
343,17612,5723,2013-03-20
344,1198,5723,2014-01-24
345,9480,5723,2013-04-20
346,16138,5733,2007-07-16
347,20313,5733,2012-10-12
348,6980,5733,2004-05-11
349,10494,5733,2014-01-22
350,5257,5733,2014-05-29
351,1560,5733,2013-01-3
352,16787,5733,2012-01-17
353,5560,5733,2011-08-9
354,13239,5733,2006-05-5
355,15837,5733,2012-06-22
356,3201,5733,2013-03-22
357,7108,5733,2013-08-9
358,2753,5733,2011-05-17
359,1282,5733,2013-02-8
360,14187,5733,2014-02-9
361,3514,11769,2011-07-27
362,105,11769,2013-03-20
363,21684,11769,2012-11-24
364,10611,11769,2013-04-15
365,3607,11769,2005-12-7
366,9608,11769,2013-11-14
367,15192,12034,2014-03-3
368,15957,12034,2010-04-8
369,20848,12034,2013-09-16
370,13874,12034,2013-07-12
371,6684,12034,2013-12-28
372,15712,12034,2011-12-3
373,299,12034,2013-10-24
374,9333,12034,2009-07-7
375,12034,12035,2013-03-22
376,15102,12035,2014-03-2
377,20176,12035,2012-06-28
378,11200,12035,2014-04-19
379,13869,12035,2013-01-2
380,1221,12035,2013-07-27
381,20010,12035,2012-06-14
382,16176,12041,2010-12-12
383,3952,12041,2013-01-4
384,12658,12041,2008-02-3
385,8291,12041,2012-01-29
386,3708,12041,2005-06-19
387,2180,12041,2013-08-14
388,6836,6184,2011-10-29
389,10193,6184,2014-05-9
390,5110,6184,2014-07-3
391,13511,6184,2014-03-26
392,2180,6184,2013-08-14
393,6895,6172,2010-02-21
394,5314,6172,2004-03-1
395,8023,6172,2014-02-28
396,10867,6172,2011-06-21
397,10881,371,2013-06-3
398,12202,371,2014-02-18
399,4914,371,2013-11-1
400,21863,371,2014-01-19
401,7779,371,2014-01-30
402,20910,371,2013-03-22
403,16029,372,2014-02-20
404,9126,372,2012-01-30
405,19486,372,2013-03-8
406,13716,372,2013-02-3
407,3633,372,2011-01-29
408,12104,372,2008-08-5
409,14281,372,2013-05-19
410,18531,372,2014-01-2
411,7004,372,2013-03-4
412,16776,372,2012-10-26
413,3395,372,2013-08-29
414,20953,372,2012-01-22
415,8828,372,2014-01-27
416,16812,372,2013-09-7
417,6619,372,2014-06-7
418,8858,372,2013-06-21
419,4632,368,2014-04-15
420,22094,368,2014-02-11
421,19866,368,2012-12-3
422,20514,368,2013-07-28
423,2283,368,2013-08-28
424,12112,368,2012-07-13
425,10551,368,2013-07-27
426,6354,368,2014-03-14
427,17998,368,2011-12-18
428,13359,368,2013-01-5
429,4504,368,2014-07-10
430,239,368,2013-05-23
431,3895,368,2013-08-11
432,13484,368,2013-01-7
433,17255,368,2014-04-1
434,16944,368,2013-04-9
435,13807,368,2014-03-24
436,15876,368,2012-11-13
437,6385,368,2013-11-17
438,20762,368,2012-11-25
439,14420,368,2013-01-14
440,16343,368,2013-06-1
441,14306,368,2010-01-6
442,14946,368,2012-09-1
443,8690,368,2011-10-17
444,7056,368,2013-07-4
445,15556,368,2010-09-1
446,17977,368,2013-01-13
447,5618,368,2013-07-21
448,92,368,2014-05-29
449,2825,368,2013-03-20
450,6836,369,2014-04-13
451,6846,369,2013-10-23
452,4632,369,2014-04-15
453,9464,369,2012-06-22
454,18018,369,2011-01-21
455,12786,369,2012-12-21
456,6636,369,2014-01-26
457,7512,369,2013-06-6
458,2942,369,2014-03-16
459,6958,369,2009-04-10
460,6980,369,2010-07-23
461,10127,369,2009-12-20
462,7746,369,2013-03-5
463,19317,369,2014-02-19
464,14459,369,2013-01-26
465,17345,369,2012-07-26
466,12104,369,2008-08-5
467,3945,369,2013-07-30
468,19534,369,2010-03-29
469,15523,369,2013-10-26
470,5613,369,2010-04-12
471,5642,369,2014-06-18
472,21330,369,2014-05-20
473,20818,369,2013-07-24
474,9037,369,2013-02-5
475,3895,369,2013-12-28
476,3987,369,2013-08-24
477,18125,369,2013-05-24
478,21419,369,2014-01-26
479,18313,369,2012-09-28
480,8062,369,2013-06-24
481,7583,369,2013-11-1
482,8261,369,2013-03-19
483,11241,369,2013-03-8
484,13003,369,2013-08-10
485,9893,369,2013-07-30
486,10204,369,2014-05-2
487,21595,369,2012-11-9
488,14635,369,2014-05-7
489,13807,369,2014-03-24
490,10633,369,2013-04-29
491,19647,369,2010-12-29
492,20762,369,2012-11-25
493,17648,369,2012-01-12
494,12023,369,2012-02-23
495,15938,369,2005-09-12
496,21745,369,2014-01-2
497,16091,369,2010-11-19
498,13701,369,2014-02-9
499,17734,369,2013-01-1
500,19204,369,2012-11-6
501,16803,369,2013-12-3
502,5119,369,2013-08-18
503,12852,369,2014-05-23
504,5157,369,2013-01-28
505,673,369,2013-08-4
506,5208,369,2013-03-16
507,19883,369,2013-03-1
508,4810,369,2013-05-20
509,5176,369,2013-07-15
510,5801,369,2013-11-13
511,11778,369,2012-11-25
512,17418,369,2012-02-7
513,17051,369,2013-12-19
514,18337,369,2013-09-20
515,5618,369,2013-07-21
516,5461,369,2013-02-19
517,2825,369,2011-10-13
518,12419,369,2013-10-1
519,15790,369,2013-10-23
520,19863,369,2012-11-25
521,13022,374,2010-02-4
522,17737,374,2014-01-31
523,9105,374,2013-11-13
524,17491,374,2011-06-20
525,21595,374,2012-11-3
526,18599,374,2013-01-14
527,11533,374,2011-10-25
528,236,374,2014-05-1
529,13606,374,2011-12-7
530,8463,374,2013-02-11
531,927,374,2010-03-21
532,6428,374,2013-08-15
533,17646,374,2013-12-2
534,18702,403,2011-12-25
535,13686,403,2012-12-31
536,17686,403,2009-02-16
537,4127,403,2013-06-5
538,8300,403,2013-06-20
539,10546,410,2008-02-15
540,13327,410,2013-08-22
541,17684,410,2006-08-6
542,17390,410,2011-10-30
543,9784,410,2010-04-8
544,3767,410,2011-12-26
545,4943,410,2011-01-31
546,16742,410,2014-03-9
547,12823,412,2011-11-18
548,19978,412,2013-06-26
549,9433,412,2010-05-7
550,12140,412,2014-01-18
551,983,412,2011-03-20
552,2679,412,2013-05-25
553,20606,412,2014-01-12
554,22281,412,2013-01-15
555,4128,412,2012-02-7
556,18532,412,2011-11-14
557,19770,412,2013-05-14
558,8053,412,2013-06-21
559,16787,412,2012-01-29
560,9733,412,2014-03-5
561,1741,412,2010-06-27
562,7160,412,2013-12-31
563,16852,412,2008-12-26
564,18166,412,2011-08-19
565,8568,412,2013-03-6
566,14876,412,2013-01-25
567,12186,412,2012-11-28
568,594,412,2014-04-30
569,7790,412,2013-05-14
570,14972,412,2013-04-16
571,11176,412,2014-02-15
572,17151,412,2014-01-14
573,4157,412,2014-01-3
574,9396,412,2014-03-22
575,22315,412,2014-05-27
576,11833,412,2012-10-19
577,14014,412,2013-05-26
578,18234,412,2011-04-8
579,2304,412,2013-03-14
580,8019,412,2009-12-21
581,4943,412,2010-10-20
582,14931,412,2014-01-13
583,8122,412,2013-07-22
584,11180,412,2014-01-8
585,17301,412,2014-01-15
586,17782,412,2013-03-1
587,1779,412,2014-03-15
588,19779,412,2011-01-7
589,12972,412,2013-02-25
590,7146,412,2013-03-19
591,7906,412,2014-02-12
592,8498,412,2011-12-17
593,7884,412,2011-12-1
594,341,412,2013-10-3
595,19852,411,2013-07-2
596,7807,411,2013-04-11
597,14409,411,2009-08-2
598,19802,411,2006-05-14
599,5562,411,2013-12-2
600,20117,411,2014-05-17
601,7918,411,2005-07-27
602,18174,2206,2005-03-30
603,1828,2206,2014-04-5
604,12609,2206,2012-01-4
605,21085,2206,2014-04-25
606,3296,2206,2014-03-18
607,10756,2206,2012-09-29
608,15123,409,2004-11-7
609,21034,409,2009-01-7
610,17161,409,2012-08-13
611,13754,409,2004-02-17
612,9433,413,2011-09-5
613,16645,413,2013-01-2
614,2187,413,2012-09-9
615,15507,413,2009-12-21
616,12905,413,2013-01-3
617,21733,6596,2013-06-12
618,11992,6596,2014-05-7
619,12606,6596,2014-01-1
620,3026,6596,2014-06-6
621,7529,6596,2011-10-4
622,7110,6596,2013-09-12
623,2526,6596,2011-08-18
624,1893,6598,2013-09-9
625,13619,6598,2013-11-1
626,18825,6598,2013-12-8
627,17686,6598,2009-01-25
628,12734,6598,2014-03-14
629,9669,6598,2013-10-30
630,8300,6598,2013-06-20
631,17797,863,2012-10-7
632,2505,863,2014-07-9
633,9274,863,2013-06-8
634,15222,863,2013-04-29
635,7713,863,2012-08-3
636,10854,863,2013-03-31
637,22213,863,2012-08-19
638,15928,863,2013-06-22
639,11348,863,2013-03-14
640,8539,863,2014-03-9
641,1087,863,2012-04-5
642,442,863,2013-04-19
643,12010,863,2012-03-16
644,6215,863,2011-04-12
645,20340,863,2014-06-10
646,7583,863,2014-02-21
647,18585,863,2011-06-8
648,21509,863,2013-12-16
649,20972,863,2013-05-2
650,7895,863,2013-05-4
651,16856,863,2013-02-28
652,5131,863,2011-10-3
653,614,863,2013-07-29
654,11734,863,2013-09-11
655,10449,863,2010-10-6
656,20585,863,2013-09-17
657,20503,863,2012-01-11
658,537,863,2013-03-9
659,16432,863,2013-08-13
660,18625,863,2012-11-13
661,11056,863,2011-12-31
662,9174,863,2012-07-9
663,16124,863,2013-03-8
664,11726,863,2011-11-22
665,5581,863,2014-02-17
666,6567,863,2013-05-24
667,16896,863,2012-10-29
668,15560,863,2012-04-13
669,5148,863,2013-12-19
670,18862,860,2012-03-9
671,18918,860,2014-01-10
672,12108,860,2013-01-12
673,15454,860,2013-11-16
674,14332,860,2014-02-27
675,21991,860,2013-08-23
676,105,860,2012-11-30
677,3324,860,2014-03-22
678,8905,860,2014-04-18
679,20219,860,2013-05-23
680,20393,860,2013-05-18
681,18642,860,2013-11-29
682,4997,860,2012-01-6
683,9777,860,2012-03-21
684,3142,860,2014-06-15
685,18004,860,2013-02-9
686,1849,860,2012-12-3
687,5584,860,2012-01-19
688,4303,860,2014-01-23
689,8617,860,2012-10-24
690,20315,860,2014-01-17
691,5314,860,2004-03-17
692,4946,860,2014-01-4
693,10259,860,2009-07-24
694,15905,858,2012-09-25
695,1249,858,2011-08-9
696,10936,858,2012-01-23
697,22348,858,2013-04-4
698,1011,858,2013-03-3
699,6312,858,2014-07-5
700,13827,858,2014-02-6
701,6427,858,2013-06-14
702,128,858,2013-07-21
703,15347,858,2014-02-17
704,3919,858,2013-09-29
705,750,858,2011-11-15
706,6603,858,2013-08-12
707,1253,858,2014-02-11
708,22136,858,2012-03-10
709,13239,858,2006-05-5
710,15763,858,2012-12-15
711,1627,858,2011-08-19
712,12725,858,2014-02-14
713,10886,858,2014-07-4
714,12905,858,2013-02-5
715,1416,858,2014-01-6
716,12734,858,2013-04-27
717,6353,858,2014-02-28
718,16896,858,2012-10-29
719,14711,858,2013-02-17
720,5125,858,2014-03-20
721,21717,10480,2008-04-11
722,15744,10480,2014-04-4
723,14746,10480,2010-05-18
724,17069,10480,2010-05-19
725,11122,10480,2013-01-12
726,6808,10479,2012-02-20
727,10708,10479,2012-06-24
728,5861,10479,2013-01-15
729,2733,10479,2011-12-21
730,14869,10479,2008-12-22
731,6980,10479,2011-04-19
732,9788,10479,2011-04-26
733,21880,10479,2011-08-20
734,3167,10479,2013-12-11
735,7652,10479,2014-06-9
736,16302,10479,2013-07-2
737,10090,10479,2014-02-4
738,6215,10479,2013-02-25
739,14116,10479,2012-11-8
740,1885,10479,2012-01-22
741,4218,10479,2012-12-4
742,10827,10479,2012-06-27
743,14950,10479,2009-04-22
744,16048,10479,2008-12-2
745,16499,10479,2009-05-30
746,20260,10479,2014-05-15
747,21642,10479,2013-02-5
748,2036,10479,2013-10-15
749,6731,10479,2012-12-28
750,8861,10479,2014-05-22
751,7461,10479,2014-02-7
752,14838,10479,2012-02-25
753,10243,10479,2013-03-9
754,498,10479,2014-02-15
755,22177,10479,2013-01-7
756,1720,10479,2006-11-25
757,14899,10479,2013-08-12
758,17983,10479,2013-07-17
759,22245,10479,2013-06-2
760,332,10479,2009-02-22
761,20594,10479,2012-12-6
762,8762,10479,2013-10-19
763,6702,10479,2012-08-26
764,12662,10479,2013-02-15
765,13766,10479,2012-04-4
766,5799,10479,2013-03-1
767,18402,10479,2012-05-19
768,2169,4588,2014-03-19
769,2958,4588,2013-05-31
770,10455,4588,2014-05-23
771,15626,4588,2014-04-17
772,10867,4588,2011-04-12
773,18918,4590,2014-01-10
774,11326,4590,2013-11-7
775,12909,4590,2014-03-6
776,21478,4590,2014-03-11
777,9433,4590,2010-05-15
778,3958,4590,2014-07-4
779,13100,4590,2013-08-13
780,19218,4590,2013-07-9
781,19925,4590,2014-06-15
782,2143,4590,2014-01-20
783,16142,4590,2014-07-5
784,14819,4590,2011-10-25
785,10098,4590,2013-07-4
786,7207,4590,2013-05-25
787,12849,4590,2012-05-4
788,10457,4590,2013-04-28
789,15015,4590,2014-04-30
790,7717,4590,2013-12-28
791,3274,4590,2014-06-25
792,21170,4590,2013-12-1
793,1158,4590,2013-02-23
794,11648,4590,2013-12-17
795,19969,4590,2013-05-7
796,18688,4590,2005-06-18
797,10397,4590,2013-09-25
798,412,4574,2014-03-3
799,4191,4574,2009-01-1
800,10081,4574,2010-11-30
801,3989,4574,2014-02-8
802,15346,4574,2013-04-14
803,16136,4574,2013-04-2
804,10656,4574,2012-12-5
805,20379,4574,2014-01-4
806,8254,4574,2013-12-16
807,8710,4574,2012-03-9
808,11696,4574,2013-03-5
809,9390,4574,2013-03-22
810,20352,4574,2013-11-17
811,3220,4574,2013-10-28
812,9221,3414,2004-06-29
813,4183,3414,2013-01-29
814,11393,3414,2013-07-2
815,4864,3414,2012-11-18
816,10083,3414,2013-11-6
817,7177,3414,2014-06-25
818,7798,3414,2013-05-30
819,12734,3414,2013-11-1
820,344,3414,2014-06-15
821,9442,1383,2013-03-14
822,18448,1383,2014-06-16
823,19266,1383,2014-06-10
824,3027,1383,2006-12-14
825,256,1383,2013-09-26
826,19422,8431,2012-10-30
827,6420,8431,2013-12-26
828,8275,8431,2013-01-21
829,14405,8431,2013-05-2
830,18103,8431,2012-12-8
831,13230,8431,2013-05-2
832,11399,5184,2005-03-3
833,11857,5184,2010-09-2
834,17684,5184,2004-02-8
835,18678,6926,2012-03-3
836,6840,6926,2010-08-6
837,18585,6926,2011-06-9
838,5785,6926,2012-12-21
839,15189,6926,2013-05-23
840,7662,6926,2013-07-5
841,13519,6926,2010-03-27
842,4174,6926,2013-01-30
843,900,6926,2013-03-1
844,9471,6926,2014-04-9
845,6184,6926,2013-03-28
846,18761,6926,2013-04-9
847,21839,6928,2013-09-17
848,14480,6928,2013-07-5
849,1585,6928,2013-01-24
850,11265,6928,2012-10-4
851,5574,6928,2013-01-22
852,1782,6928,2006-03-9
853,2207,6928,2013-02-14
854,15347,6928,2014-02-17
855,16991,6928,2013-04-5
856,7634,6928,2013-02-25
857,8429,6928,2013-02-22
858,2633,6928,2012-04-6
859,485,6928,2012-09-19
860,20233,6928,2012-04-12
861,5131,6928,2012-01-27
862,9390,6928,2013-03-23
863,2305,6928,2011-08-8
864,14623,6928,2011-10-7
865,7517,6928,2011-12-10
866,3286,6928,2013-06-10
867,19435,6928,2012-11-16
868,16122,6928,2013-04-8
869,6197,6928,2013-02-25
870,6797,6928,2013-03-10
871,8179,6928,2013-09-3
872,14465,6928,2013-09-3
873,12699,6928,2013-10-29
874,15666,6947,2013-05-5
875,14874,6947,2009-12-6
876,12112,6947,2009-10-9
877,8418,6947,2005-10-2
878,21912,6950,2009-02-6
879,7171,6950,2014-02-12
880,14295,6950,2013-03-28
881,18638,6950,2013-11-8
882,4862,6950,2014-01-28
883,6325,6950,2013-07-16
884,1918,6950,2012-05-11
885,1616,6939,2014-03-20
886,9599,6939,2011-03-4
887,16170,6939,2013-08-6
888,7523,6939,2013-10-27
889,17994,6939,2011-08-25
890,11375,6939,2013-02-5
891,741,6939,2012-01-22
892,17524,3886,2014-05-22
893,1478,3886,2014-02-26
894,12327,3886,2014-05-4
895,5987,3886,2014-01-24
896,269,3886,2011-12-16
897,2119,3886,2012-09-7
898,6528,3886,2011-07-19
899,18078,3886,2013-10-31
900,8136,520,2011-08-18
901,17942,520,2008-05-1
902,6280,520,2011-09-30
903,17906,520,2012-12-5
904,9956,1747,2010-05-24
905,6720,1747,2014-04-17
906,4705,1747,2014-07-2
907,4567,1747,2014-04-29
908,21348,1747,2014-06-4
909,3833,1747,2011-09-8
910,14498,1747,2014-05-8
911,6737,1747,2014-06-5
912,21254,1747,2013-12-11
913,10620,1747,2010-09-7
914,7852,1747,2013-04-25
915,15134,1747,2014-03-8
916,21473,1747,2013-05-11
917,8122,1747,2013-09-26
918,21758,1747,2014-01-27
919,2535,1747,2003-12-17
920,11885,1747,2011-04-24
921,11044,8299,2014-02-19
922,9415,8299,2013-06-26
923,8973,8299,2013-10-18
924,17308,8299,2014-06-1
925,15352,8299,2012-02-7
926,15597,8299,2013-05-13
927,977,8299,2013-12-30
928,17746,8299,2012-05-2
929,15223,8299,2012-09-29
930,17498,8299,2013-01-26
931,3530,8299,2014-04-20
932,3023,8299,2012-11-25
933,21619,8299,2012-03-9
934,16886,8299,2014-04-15
935,10432,8299,2012-08-22
936,19202,8299,2014-02-21
937,4884,8299,2013-12-28
938,3438,8299,2013-06-19
939,13844,8299,2014-01-3
940,20048,8299,2013-11-21
941,21977,8299,2014-02-25
942,14631,8299,2011-11-1
943,1376,8299,2013-10-21
944,6947,8299,2012-08-1
945,13184,8299,2008-12-5
946,20032,8299,2014-07-11
947,6879,8299,2013-12-17
948,15217,8299,2012-12-7
949,19408,8299,2014-07-5
950,13289,8299,2013-01-20
951,20122,8299,2013-08-25
952,12702,8299,2013-04-16
953,8682,8299,2013-01-16
954,7910,8299,2013-10-12
955,3399,8299,2013-09-2
956,10079,8299,2014-01-14
957,14138,8299,2012-03-5
958,15658,8299,2013-05-10
959,12132,8299,2013-12-17
960,13195,8299,2013-12-6
